n,2n,closest_value,d(n)
9112553,18225106,18263212,38106
9108327,18216654,18254753,38099
9108137,18216274,18254357,38083
9104647,18209294,18247363,38069
9100847,18201694,18239762,38068
9099119,18198238,18236290,38052
9097439,18194878,18232928,38050
9096759,18193518,18231568,38050
9096287,18192574,18230620,38046
9095931,18191862,18229897,38035
9093119,18186238,18224261,38023
9092607,18185214,18223231,38017
9088175,18176350,18214360,38010
9087785,18175570,18213571,38001
9086623,18173246,18211238,37992
9083679,18167358,18205348,37990
9083675,18167350,18205330,37980
9080903,18161806,18199781,37975
9079743,18159486,18197459,37973
9079465,18158930,18196901,37971
9078847,18157694,18195658,37964
9074335,18148670,18186632,37962
9073307,18146614,18184555,37941
9073243,18146486,18184423,37937
9070569,18141138,18179068,37930
9068591,18137182,18175103,37921
9066603,18133206,18171116,37910
9062367,18124734,18162644,37910
9061119,18122238,18160132,37894
9060991,18121982,18159869,37887
9059667,18119334,18157216,37882
9058783,18117566,18155446,37880
9058463,18116926,18154804,37878
9057163,18114326,18152203,37877
9057001,18114002,18151876,37874
9055583,18111166,18149036,37870
9054207,18108414,18146276,37862
9052671,18105342,18143194,37852
9050089,18100178,18138019,37841
9047719,18095438,18133270,37832
9047399,18094798,18132625,37827
9044959,18089918,18127744,37826
9044607,18089214,18127034,37820
9042145,18084290,18122098,37808
9040863,18081726,18119528,37802
9038527,18077054,18114853,37799
9037993,18075986,18113782,37796
9036457,18072914,18110702,37788
9033979,18067958,18105746,37788
9031239,18062478,18100250,37772
9030299,18060598,18098368,37770
9029791,18059582,18097342,37760
9028947,18057894,18095647,37753
9027583,18055166,18092911,37745
9025183,18050366,18088103,37737
9022703,18045406,18083137,37731
9021567,18043134,18080860,37726
9019959,18039918,18077644,37726
9019731,18039462,18077188,37726
9019135,18038270,18075980,37710
9015807,18031614,18069313,37699
9015143,18030286,18067981,37695
9014431,18028862,18066554,37692
9011535,18023070,18060752,37682
9010623,18021246,18058925,37679
9010479,18020958,18058636,37678
9008367,18016734,18054407,37673
9007975,18015950,18053614,37664
9006591,18013182,18050840,37658
9004271,18008542,18046192,37650
9001171,18002342,18039988,37646
8999325,17998650,18036292,37642
8997193,17994386,18032024,37638
8996343,17992686,18030316,37630
8995561,17991122,18028750,37628
8994991,17989982,18027610,37628
8994815,17989630,18027238,37608
8991657,17983314,18020920,37606
8990927,17981854,18019460,37606
8990633,17981266,18018862,37596
8989471,17978942,18016534,37592
8986471,17972942,18010522,37580
8986011,17972022,18009595,37573
8981711,17963422,18000982,37560
8981161,17962322,17999876,37554
8979739,17959478,17997028,37550
8975303,17950606,17988154,37548
8974985,17949970,17987510,37540
8974335,17948670,17986198,37528
8972457,17944914,17982436,37522
8971401,17942802,17980319,37517
8969529,17939058,17976566,37508
8967721,17935442,17972939,37497
8962345,17924690,17962181,37491
8962159,17924318,17961802,37484
8962027,17924054,17961533,37479
8960327,17920654,17958124,37470
8957119,17914238,17951704,37466
8956647,17913294,17950747,37453
8955625,17911250,17948699,37449
8954153,17908306,17945752,37446
8953703,17907406,17944846,37440
8949695,17899390,17936828,37438
8945915,17891830,17929241,37411
8945775,17891550,17928958,37408
8943993,17887986,17925388,37402
8942439,17884878,17922269,37391
8941415,17882830,17920217,37387
8934953,17869906,17907290,37384
8934889,17869778,17907155,37377
8934683,17869366,17906723,37357
8932511,17865022,17902372,37350
8931327,17862654,17900003,37349
8927015,17854030,17891372,37342
8925951,17851902,17889232,37330
8925153,17850306,17887634,37328
8923899,17847798,17885122,37324
8923879,17847758,17885081,37323
8921383,17842766,17880077,37311
8920057,17840114,17877419,37305
8917023,17834046,17871344,37298
8916459,17832918,17870210,37292
8914847,17829694,17866978,37284
8912879,17825758,17863037,37279
8912553,17825106,17862374,37268
8909775,17819550,17856814,37264
8908425,17816850,17854108,37258
8908415,17816830,17854078,37248
8906493,17812986,17850233,37247
8906287,17812574,17849818,37244
8900455,17800910,17838130,37220
8899687,17799374,17836585,37211
8897469,17794938,17832149,37211
8896137,17792274,17829484,37210
8894555,17789110,17826304,37194
8893951,17787902,17825093,37191
8892711,17785422,17822612,37190
8892395,17784790,17821978,37188
8891883,17783766,17820946,37180
8888431,17776862,17814032,37170
8888317,17776634,17813800,37166
8884827,17769654,17806810,37156
8883867,17767734,17804884,37150
8880979,17761958,17799106,37148
8879899,17759798,17796935,37137
8878457,17756914,17794043,37129
8878399,17756798,17793920,37122
8876135,17752270,17789392,37122
8875039,17750078,17787190,37112
8873513,17747026,17784130,37104
8869999,17739998,17777098,37100
8869001,17738002,17775088,37086
8863487,17726974,17764033,37059
8863231,17726462,17763520,37058
8861511,17723022,17760080,37058
8861183,17722366,17759420,37054
8861119,17722238,17759290,37052
8858505,17717010,17754059,37049
8856915,17713830,17750878,37048
8856511,17713022,17750056,37034
8855551,17711102,17748128,37026
8849785,17699570,17736586,37016
8848767,17697534,17734538,37004
8848041,17696082,17733086,37004
8847999,17695998,17732996,36998
8847643,17695286,17732279,36993
8846675,17693350,17730340,36990
8845993,17691986,17728976,36990
8840751,17681502,17718482,36980
8837625,17675250,17712209,36959
8835809,17671618,17708566,36948
8835071,17670142,17707090,36948
8832615,17665230,17702171,36941
8828143,17656286,17693206,36920
8826951,17653902,17690813,36911
8826107,17652214,17689124,36910
8825513,17651026,17687929,36903
8823615,17647230,17684126,36896
8820329,17640658,17677550,36892
8820039,17640078,17676959,36881
8819369,17638738,17675617,36879
8817535,17635070,17671940,36870
8816283,17632566,17669428,36862
8814363,17628726,17665582,36856
8810665,17621330,17658176,36846
8809831,17619662,17656501,36839
8806095,17612190,17649022,36832
8804855,17609710,17646538,36828
8803655,17607310,17644124,36814
8801929,17603858,17640665,36807
8801727,17603454,17640254,36800
8798383,17596766,17633560,36794
8795305,17590610,17627386,36776
8794607,17589214,17625988,36774
8792575,17585150,17621912,36762
8792063,17584126,17620888,36762
8791351,17582702,17619460,36758
8789487,17578974,17615726,36752
8785255,17570510,17607242,36732
8783529,17567058,17603788,36730
8779547,17559094,17595812,36718
8778551,17557102,17593816,36714
8776475,17552950,17589649,36699
8771943,17543886,17580572,36686
8771303,17542606,17579281,36675
8769151,17538302,17574974,36672
8767257,17534514,17571176,36662
8764413,17528826,17565484,36658
8764111,17528222,17564870,36648
8761439,17522878,17559526,36648
8759775,17519550,17556178,36628
8758239,17516478,17553104,36626
8757289,17514578,17551199,36621
8756223,17512446,17549057,36611
8753631,17507262,17543864,36602
8751785,17503570,17540170,36600
8748995,17497990,17534582,36592
8747807,17495614,17532202,36588
8746495,17492990,17529563,36573
8744091,17488182,17524754,36572
8743871,17487742,17524306,36564
8743143,17486286,17522849,36563
8742975,17485950,17522512,36562
8742367,17484734,17521292,36558
8740511,17481022,17517568,36546
8738431,17476862,17513405,36543
8736103,17472206,17508734,36528
8734633,17469266,17505791,36525
8734335,17468670,17505193,36523
8730849,17461698,17498212,36514
8730167,17460334,17496844,36510
8728287,17456574,17493074,36500
8726441,17452882,17489378,36496
8726063,17452126,17488619,36493
8724863,17449726,17486219,36493
8724223,17448446,17484929,36483
8722409,17444818,17481298,36480
8720711,17441422,17477896,36474
8720211,17440422,17476888,36466
8719231,17438462,17474926,36464
8718443,17436886,17473342,36456
8717295,17434590,17471045,36455
8714567,17429134,17465588,36454
8711259,17422518,17458958,36440
8710795,17421590,17458028,36438
8710783,17421566,17458001,36435
8709191,17418382,17454808,36426
8708735,17417470,17453882,36412
8704719,17409438,17445838,36400
8702953,17405906,17442304,36398
8702007,17404014,17440402,36388
8700071,17400142,17436526,36384
8699327,17398654,17435032,36378
8698727,17397454,17433830,36376
8696863,17393726,17430088,36362
8692649,17385298,17421646,36348
8688959,17377918,17414261,36343
8684265,17368530,17404846,36316
8682731,17365462,17401772,36310
8680887,17361774,17398084,36310
8674811,17349622,17385928,36306
8674607,17349214,17385491,36277
8673455,17346910,17383187,36277
8672575,17345150,17381422,36272
8669257,17338514,17374778,36264
8668907,17337814,17374072,36258
8665769,17331538,17367787,36249
8661785,17323570,17359798,36228
8661175,17322350,17358574,36224
8660617,17321234,17357453,36219
8657179,17314358,17350564,36206
8655335,17310670,17346874,36204
8654689,17309378,17345576,36198
8654143,17308286,17344474,36188
8651247,17302494,17338670,36176
8647963,17295926,17332096,36170
8646975,17293950,17330107,36157
8642303,17284606,17320742,36136
8639927,17279854,17315989,36135
8638399,17276798,17312933,36135
8636679,17273358,17309483,36125
8635325,17270650,17306770,36120
8633757,17267514,17303632,36118
8633625,17267250,17303368,36118
8632467,17264934,17301040,36106
8630831,17261662,17297752,36090
8627871,17255742,17291824,36082
8626297,17252594,17288666,36072
8625407,17250814,17286884,36070
8622399,17244798,17280863,36065
8622191,17244382,17280443,36061
8621339,17242678,17278738,36060
8620201,17240402,17276449,36047
8619375,17238750,17274793,36043
8617119,17234238,17270270,36032
8612511,17225022,17261036,36014
8607375,17214750,17250757,36007
8605959,17211918,17247910,35992
8605343,17210686,17246675,35989
8604539,17209078,17245066,35988
8601935,17203870,17239841,35971
8601599,17203198,17239162,35964
8600575,17201150,17237108,35958
8598767,17197534,17233492,35958
8597231,17194462,17230414,35952
8594879,17189758,17225698,35940
8591007,17182014,17217940,35926
8588987,17177974,17213894,35920
8588265,17176530,17212444,35914
8587439,17174878,17210792,35914
8587179,17174358,17210270,35912
8587035,17174070,17209979,35909
8585215,17170430,17206337,35907
8580779,17161558,17197460,35902
8579517,17159034,17194918,35884
8576167,17152334,17188199,35865
8575295,17150590,17186446,35856
8571047,17142094,17177933,35839
8568441,17136882,17172719,35837
8564827,17129654,17165467,35813
8562515,17125030,17160842,35812
8561691,17123382,17159180,35798
8556971,17113942,17149733,35791
8554665,17109330,17145103,35773
8551081,17102162,17137925,35763
8550017,17100034,17135795,35761
8548895,17097790,17133551,35761
8546783,17093566,17129306,35740
8543391,17086782,17122511,35729
8542671,17085342,17121068,35726
8542143,17084286,17120006,35720
8539447,17078894,17114611,35717
8538943,17077886,17113600,35714
8538607,17077214,17112923,35709
8538351,17076702,17112401,35699
8532975,17065950,17101636,35686
8530587,17061174,17096846,35672
8529919,17059838,17095504,35666
8526847,17053694,17089348,35654
8525291,17050582,17086231,35649
8523035,17046070,17081716,35646
8521865,17043730,17079376,35646
8521791,17043582,17079217,35635
8519225,17038450,17074084,35634
8518843,17037686,17073310,35624
8516351,17032702,17068319,35617
8514047,17028094,17063696,35602
8512159,17024318,17059916,35598
8510537,17021074,17056664,35590
8506523,17013046,17048636,35590
8506025,17012050,17047621,35571
8505833,17011666,17047234,35568
8498941,16997882,17033443,35561
8497917,16995834,17031389,35555
8496575,16993150,17028674,35524
8493287,16986574,17022091,35517
8493231,16986462,17021978,35516
8491631,16983262,17018774,35512
8489371,16978742,17014252,35510
8489185,16978370,17013866,35496
8486455,16972910,17008394,35484
8482331,16964662,17000144,35482
8481051,16962102,16997578,35476
8481007,16962014,16997476,35462
8476983,16953966,16989424,35458
8476095,16952190,16987642,35452
8475775,16951550,16986995,35445
8474695,16949390,16984829,35439
8474249,16948498,16983935,35437
8472347,16944694,16980131,35437
8470375,16940750,16976168,35418
8469161,16938322,16973734,35412
8467087,16934174,16969583,35409
8464383,16928766,16964158,35392
8461575,16923150,16958536,35386
8461551,16923102,16958483,35381
8457311,16914622,16949999,35377
8454995,16909990,16945355,35365
8454127,16908254,16943608,35354
8452507,16905014,16940366,35352
8449263,16898526,16933871,35345
8449255,16898510,16933846,35336
8448411,16896822,16932154,35332
8447695,16895390,16930712,35322
8442271,16884542,16919843,35301
8440147,16880294,16915594,35300
8437407,16874814,16910093,35279
8433435,16866870,16902142,35272
8431575,16863150,16898422,35272
8431071,16862142,16897400,35258
8430559,16861118,16896370,35252
8427687,16855374,16890623,35249
8426473,16852946,16888181,35235
8424559,16849118,16884353,35235
8422767,16845534,16880758,35224
8421223,16842446,16877656,35210
8419567,16839134,16874342,35208
8416249,16832498,16867694,35196
8413775,16827550,16862743,35193
8412671,16825342,16860526,35184
8411887,16823774,16858952,35178
8410409,16820818,16855996,35178
8407495,16814990,16850158,35168
8407151,16814302,16849468,35166
8404479,16808958,16844102,35144
8404127,16808254,16843393,35139
8401567,16803134,16838270,35136
8399529,16799058,16834178,35120
8396967,16793934,16829045,35111
8391807,16783614,16818718,35104
8391161,16782322,16817422,35100
8389545,16779090,16814176,35086
8388841,16777682,16812764,35082
8387967,16775934,16811009,35075
8385863,16771726,16806793,35067
8384815,16769630,16804696,35066
8384231,16768462,16803520,35058
8379855,16759710,16794755,35045
8377903,16755806,16790836,35030
8374025,16748050,16783067,35017
8370323,16740646,16775662,35016
8366153,16732306,16767304,34998
8366039,16732078,16767065,34987
8363775,16727550,16762535,34985
8362703,16725406,16760380,34974
8360617,16721234,16756198,34964
8360255,16720510,16755466,34956
8356699,16713398,16748350,34952
8354843,16709686,16744630,34944
8354495,16708990,16743925,34935
8353343,16706686,16741619,34933
8353255,16706510,16741441,34931
8352411,16704822,16739752,34930
8350959,16701918,16736848,34930
8349769,16699538,16734455,34917
8349609,16699218,16734134,34916
8348779,16697558,16732472,34914
8348251,16696502,16731412,34910
8345631,16691262,16726166,34904
8342575,16685150,16720040,34890
8341199,16682398,16717276,34878
8340415,16680830,16715704,34874
8337761,16675522,16710391,34869
8335609,16671218,16706083,34865
8335529,16671058,16705919,34861
8332585,16665170,16700014,34844
8331007,16662014,16696849,34835
8326383,16652766,16687600,34834
8326121,16652242,16687060,34818
8324179,16648358,16683172,34814
8323879,16647758,16682570,34812
8323071,16646142,16680940,34798
8319231,16638462,16673249,34787
8318311,16636622,16671403,34781
8316775,16633550,16668323,34773
8315839,16631678,16666450,34772
8314495,16628990,16663754,34764
8313209,16626418,16661182,34764
8310921,16621842,16656604,34762
8309919,16619838,16654582,34744
8306687,16613374,16648108,34734
8305663,16611326,16646057,34731
8301927,16603854,16638574,34720
8298175,16596350,16631054,34704
8296495,16592990,16627684,34694
8294911,16589822,16624504,34682
8291743,16583486,16618162,34676
8291515,16583030,16617706,34676
8290047,16580094,16614760,34666
8289999,16579998,16614664,34666
8286375,16572750,16607410,34660
8285343,16570686,16605344,34658
8282767,16565534,16600180,34646
8281803,16563606,16598249,34643
8281737,16563474,16598108,34634
8279999,16559998,16594622,34624
8277759,16555518,16590136,34618
8276091,16552182,16586797,34615
8275691,16551382,16585990,34608
8274815,16549630,16584236,34606
8274431,16548862,16583467,34605
8273533,16547066,16581671,34605
8272615,16545230,16579822,34592
8268453,16536906,16571492,34586
8266239,16532478,16567042,34564
8264185,16528370,16562929,34559
8260479,16520958,16555508,34550
8258919,16517838,16552378,34540
8258799,16517598,16552132,34534
8256723,16513446,16547980,34534
8254927,16509854,16544374,34520
8254311,16508622,16543142,34520
8253623,16507246,16541764,34518
8253055,16506110,16540616,34506
8250087,16500174,16534678,34504
8247015,16494030,16528516,34486
8245239,16490478,16524962,34484
8244407,16488814,16523293,34479
8244217,16488434,16522907,34473
8240363,16480726,16515191,34465
8238183,16476366,16510814,34448
8235283,16470566,16505009,34443
8233951,16467902,16502329,34427
8229531,16459062,16493489,34427
8228691,16457382,16491802,34420
8228607,16457214,16491626,34412
8227079,16454158,16488563,34405
8224603,16449206,16483606,34400
8222699,16445398,16479788,34390
8221931,16443862,16478248,34386
8218663,16437326,16471694,34368
8217919,16435838,16470199,34361
8214687,16429374,16463735,34361
8214635,16429270,16463626,34356
8213743,16427486,16461832,34346
8210883,16421766,16456108,34342
8209819,16419638,16453973,34335
8209439,16418878,16453208,34330
8209321,16418642,16452967,34325
8207999,16415998,16450315,34317
8206847,16413694,16448008,34314
8204031,16408062,16442372,34310
8202651,16405302,16439600,34298
8200443,16400886,16435174,34288
8197359,16394718,16428992,34274
8195583,16391166,16425436,34270
8192127,16384254,16418524,34270
8191315,16382630,16416898,34268
8188959,16377918,16412164,34246
8188471,16376942,16411184,34242
8186911,16373822,16408060,34238
8185967,16371934,16406165,34231
8183805,16367610,16401833,34223
8182783,16365566,16399786,34220
8181759,16363518,16397728,34210
8177833,16355666,16389866,34200
8177087,16354174,16388363,34189
8174235,16348470,16382650,34180
8172031,16344062,16378238,34176
8168939,16337878,16372043,34165
8166655,16333310,16367455,34145
8165353,16330706,16364848,34142
8164351,16328702,16362844,34142
8163169,16326338,16360480,34142
8162175,16324350,16358483,34133
8159343,16318686,16352810,34124
8157561,16315122,16349242,34120
8154463,16308926,16343036,34110
8154451,16308902,16343008,34106
8151113,16302226,16336313,34087
8150735,16301470,16335556,34086
8148755,16297510,16331596,34086
8145873,16291746,16325824,34078
8145577,16291154,16325225,34071
8144711,16289422,16323481,34059
8143167,16286334,16320383,34049
8142463,16284926,16318973,34047
8140563,16281126,16315172,34046
8137343,16274686,16308728,34042
8136705,16273410,16307450,34040
8136699,16273398,16307432,34034
8135711,16271422,16305452,34030
8135023,16270046,16304075,34029
8134655,16269310,16303336,34026
8133351,16266702,16300711,34009
8132137,16264274,16298282,34008
8131721,16263442,16297450,34008
8129377,16258754,16292752,33998
8129179,16258358,16292353,33995
8128479,16256958,16290949,33991
8126057,16252114,16286102,33988
8125931,16251862,16285846,33984
8122367,16244734,16278707,33973
8122191,16244382,16278353,33971
8119391,16238782,16272742,33960
8118763,16237526,16271486,33960
8117203,16234406,16268357,33951
8116479,16232958,16266899,33941
8115841,16231682,16265620,33938
8112607,16225214,16259150,33936
8112575,16225150,16259077,33927
8110039,16220078,16253998,33920
8108251,16216502,16250416,33914
8106075,16212150,16246045,33895
8103783,16207566,16241453,33887
8103151,16206302,16240184,33882
8101403,16202806,16236682,33876
8100047,16200094,16233965,33871
8097449,16194898,16228760,33862
8095851,16191702,16225558,33856
8093759,16187518,16221370,33852
8091199,16182398,16216240,33842
8088815,16177630,16211461,33831
8088105,16176210,16210034,33824
8086611,16173222,16207046,33824
8086247,16172494,16206308,33814
8082409,16164818,16198630,33812
8081961,16163922,16197718,33796
8079323,16158646,16192442,33796
8078505,16157010,16190806,33796
8077639,16155278,16189060,33782
8074377,16148754,16182515,33761
8073441,16146882,16180643,33761
8071913,16143826,16177582,33756
8070903,16141806,16175557,33751
8070175,16140350,16174097,33747
8069167,16138334,16172074,33740
8065207,16130414,16164148,33734
8063983,16127966,16161694,33728
8062055,16124110,16157830,33720
8061595,16123190,16156906,33716
8060969,16121938,16155646,33708
8058215,16116430,16150130,33700
8057655,16115310,16149010,33700
8056447,16112894,16146578,33684
8052831,16105662,16139342,33680
8052251,16104502,16138172,33670
8050811,16101622,16135291,33669
8048255,16096510,16130176,33666
8047609,16095218,16128875,33657
8046363,16092726,16126378,33652
8044523,16089046,16122683,33637
8043755,16087510,16121144,33634
8039963,16079926,16113548,33622
8038777,16077554,16111174,33620
8036095,16072190,16105790,33600
8034281,16068562,16102160,33598
8033771,16067542,16101139,33597
8032393,16064786,16098376,33590
8031087,16062174,16095758,33584
8027247,16054494,16088060,33566
8025759,16051518,16085081,33563
8024959,16049918,16083472,33554
8023911,16047822,16081372,33550
8023399,16046798,16080347,33549
8022015,16044030,16077572,33542
8019391,16038782,16072324,33542
8018303,16036606,16070138,33532
8015563,16031126,16064656,33530
8015007,16030014,16063528,33514
8013659,16027318,16060832,33514
8013289,16026578,16060090,33512
8012827,16025654,16059158,33504
8010911,16021822,16055320,33498
8009375,16018750,16052237,33487
8005857,16011714,16045190,33476
8005099,16010198,16043674,33476
8004639,16009278,16042750,33472
8002811,16005622,16039091,33469
8002537,16005074,16038536,33462
7999231,15998462,16031911,33449
7995547,15991094,16024540,33446
7995389,15990778,16024211,33433
7994911,15989822,16023253,33431
7994479,15988958,16022387,33429
7992647,15985294,16018720,33426
7991673,15983346,16016764,33418
7990911,15981822,16015234,33412
7988863,15977726,16011134,33408
7985903,15971806,16005202,33396
7983423,15966846,16000234,33388
7982623,15965246,15998627,33381
7981331,15962662,15996043,33381
7981295,15962590,15995969,33379
7980523,15961046,15994421,33375
7978235,15956470,15989845,33375
7977767,15955534,15988897,33363
7975771,15951542,15984904,33362
7975023,15950046,15983404,33358
7974655,15949310,15982663,33353
7973151,15946302,15979646,33344
7970725,15941450,15974794,33344
7969663,15939326,15972658,33332
7968385,15936770,15970100,33330
7967579,15935158,15968488,33330
7966023,15932046,15965357,33311
7963903,15927806,15961108,33302
7963291,15926582,15959879,33297
7959247,15918494,15951779,33285
7958847,15917694,15950972,33278
7956607,15913214,15946483,33269
7952319,15904638,15937900,33262
7949855,15899710,15932969,33259
7949439,15898878,15932137,33259
7948799,15897598,15930836,33238
7948783,15897566,15930803,33237
7948031,15896062,15929296,33234
7945271,15890542,15923776,33234
7944831,15889662,15922894,33232
7944505,15889010,15922240,33230
7943215,15886430,15919652,33222
7941991,15883982,15917192,33210
7941203,15882406,15915616,33210
7940187,15880374,15913582,33208
7940009,15880018,15913219,33201
7937791,15875582,15908771,33189
7935391,15870782,15903967,33185
7935003,15870006,15903184,33178
7930575,15861150,15894319,33169
7929151,15858302,15891461,33159
7927591,15855182,15888332,33150
7927023,15854046,15887189,33143
7926087,15852174,15885317,33143
7925759,15851518,15884660,33142
7924159,15848318,15881453,33135
7919847,15839694,15872816,33122
7918239,15836478,15869591,33113
7915739,15831478,15864586,33108
7914361,15828722,15861818,33096
7911515,15823030,15856114,33084
7909447,15818894,15851969,33075
7909375,15818750,15851821,33071
7907553,15815106,15848176,33070
7906271,15812542,15845602,33060
7904927,15809854,15842909,33055
7904351,15808702,15841757,33055
7903559,15807118,15840166,33048
7900827,15801654,15834694,33040
7897847,15795694,15828730,33036
7897759,15795518,15828550,33032
7895743,15791486,15824518,33032
7895081,15790162,15823187,33025
7894203,15788406,15821426,33020
7892127,15784254,15817265,33011
7891961,15783922,15816926,33004
7891455,15782910,15815906,32996
7890473,15780946,15813940,32994
7889179,15778358,15811352,32994
7887623,15775246,15808234,32988
7887567,15775134,15808114,32980
7883547,15767094,15800066,32972
7881039,15762078,15795034,32956
7877743,15755486,15788432,32946
7876655,15753310,15786250,32940
7875867,15751734,15784670,32936
7872959,15745918,15778837,32919
7870207,15740414,15773320,32906
7868871,15737742,15770648,32906
7868263,15736526,15769430,32904
7868031,15736062,15768962,32900
7865569,15731138,15764033,32895
7865391,15730782,15763672,32890
7863977,15727954,15760844,32890
7862271,15724542,15757426,32884
7859839,15719678,15752554,32876
7859823,15719646,15752522,32876
7857839,15715678,15748546,32868
7854687,15709374,15742228,32854
7854249,15708498,15741344,32846
7853395,15706790,15739634,32844
7851247,15702494,15735329,32835
7848431,15696862,15729694,32832
7847167,15694334,15727162,32828
7846907,15693814,15726635,32821
7846427,15692854,15725674,32820
7846399,15692798,15725614,32816
7845919,15691838,15724651,32813
7843355,15686710,15719516,32806
7843099,15686198,15719000,32802
7842663,15685326,15718121,32795
7839439,15678878,15711659,32781
7836607,15673214,15705988,32774
7832219,15664438,15697189,32751
7830185,15660370,15693109,32739
7826537,15653074,15685810,32736
7825471,15650942,15683665,32723
7821097,15642194,15674917,32723
7818985,15637970,15670691,32721
7817391,15634782,15667472,32690
7815963,15631926,15664616,32690
7815167,15630334,15663010,32676
7813631,15627262,15659932,32670
7809299,15618598,15651256,32658
7809115,15618230,15650881,32651
7807023,15614046,15646696,32650
7804519,15609038,15641674,32636
7801311,15602622,15635243,32621
7800603,15601206,15633823,32617
7798327,15596654,15629264,32610
7796713,15593426,15626027,32601
7796351,15592702,15625300,32598
7795199,15590398,15622996,32598
7793927,15587854,15620452,32598
7792039,15584078,15616667,32589
7790589,15581178,15613762,32584
7790063,15580126,15612704,32578
7788703,15577406,15609976,32570
7785159,15570318,15602881,32563
7784027,15568054,15600616,32562
7783455,15566910,15599461,32551
7780199,15560398,15592936,32538
7779567,15559134,15591670,32536
7778463,15556926,15589462,32536
7776883,15553766,15586294,32528
7772319,15544638,15577162,32524
7771449,15542898,15575408,32510
7768731,15537462,15569962,32500
7765535,15531070,15563546,32476
7764031,15528062,15560536,32474
7763431,15526862,15559330,32468
7763183,15526366,15558826,32460
7760147,15520294,15552749,32455
7757993,15515986,15548431,32445
7756335,15512670,15545110,32440
7755433,15510866,15543305,32439
7753801,15507602,15540032,32430
7752663,15505326,15537749,32423
7751743,15503486,15535907,32421
7751297,15502594,15535010,32416
7751103,15502206,15534616,32410
7749727,15499454,15531859,32405
7747911,15495822,15528220,32398
7743243,15486486,15518884,32398
7742791,15485582,15517966,32384
7742191,15484382,15516760,32378
7738111,15476222,15508582,32360
7736647,15473294,15505654,32360
7735623,15471246,15503596,32350
7733693,15467386,15499732,32346
7732991,15465982,15498317,32335
7732735,15465470,15497804,32334
7729151,15458302,15490619,32317
7725673,15451346,15483653,32307
7721871,15443742,15476048,32306
7720095,15440190,15472471,32281
7718815,15437630,15469909,32279
7717983,15435966,15468241,32275
7712809,15425618,15457877,32259
7709737,15419474,15451721,32247
7706875,15413750,15445978,32228
7703655,15407310,15439535,32225
7700639,15401278,15433492,32214
7698591,15397182,15429376,32194
7697735,15395470,15427664,32194
7695201,15390402,15422588,32186
7694439,15388878,15421054,32176
7692571,15385142,15417308,32166
7689555,15379110,15411274,32164
7685151,15370302,15402449,32147
7684735,15369470,15401608,32138
7683711,15367422,15399551,32129
7682047,15364094,15396214,32120
7679991,15359982,15392101,32119
7678767,15357534,15389644,32110
7676811,15353622,15385732,32110
7675843,15351686,15383794,32108
7674879,15349758,15381847,32089
7672135,15344270,15376354,32084
7670719,15341438,15373511,32073
7667819,15335638,15367702,32064
7667027,15334054,15366118,32064
7666685,15333370,15365429,32059
7666159,15332318,15364372,32054
7663215,15326430,15358481,32051
7659347,15318694,15350740,32046
7658657,15317314,15349357,32043
7658267,15316534,15348572,32038
7654667,15309334,15341363,32029
7654335,15308670,15340678,32008
7652591,15305182,15337187,32005
7649947,15299894,15331882,31988
7648495,15296990,15328978,31988
7648479,15296958,15328946,31988
7646163,15292326,15324302,31976
7645865,15291730,15323699,31969
7643839,15287678,15319642,31964
7641983,15283966,15315922,31956
7640649,15281298,15313252,31954
7638943,15277886,15309832,31946
7638767,15277534,15309479,31945
7638575,15277150,15309095,31945
7636155,15272310,15304252,31942
7633279,15266558,15298481,31923
7631615,15263230,15295142,31912
7630761,15261522,15293434,31912
7629311,15258622,15290522,31900
7626751,15253502,15285400,31898
7626237,15252474,15284371,31897
7624703,15249406,15281287,31881
7623259,15246518,15278398,31880
7620507,15241014,15272884,31870
7617983,15235966,15267827,31861
7616275,15232550,15264407,31857
7615951,15231902,15263749,31847
7611123,15222246,15254081,31835
7606555,15213110,15244916,31806
7603049,15206098,15237898,31800
7603047,15206094,15237886,31792
7602503,15205006,15236797,31791
7600015,15200030,15231817,31787
7597415,15194830,15226597,31767
7592255,15184510,15216256,31746
7587655,15175310,15207041,31731
7585903,15171806,15203524,31718
7583913,15167826,15199544,31718
7583391,15166782,15198496,31714
7578319,15156638,15188330,31692
7576031,15152062,15183746,31684
7574855,15149710,15181382,31672
7572647,15145294,15176963,31669
7570535,15141070,15172733,31663
7570089,15140178,15171838,31660
7569051,15138102,15169751,31649
7568041,15136082,15167729,31647
7567131,15134262,15165904,31642
7561711,15123422,15155045,31623
7561243,15122486,15154103,31617
7558141,15116282,15147898,31616
7556199,15112398,15143996,31598
7555311,15110622,15142220,31598
7554815,15109630,15141226,31596
7554687,15109374,15140965,31591
7551471,15102942,15134521,31579
7547739,15095478,15127046,31568
7546107,15092214,15123779,31565
7543583,15087166,15118730,31564
7543503,15087006,15118564,31558
7540271,15080542,15112072,31530
7535323,15070646,15102175,31529
7534683,15069366,15100874,31508
7534239,15068478,15099983,31505
7531547,15063094,15094586,31492
7528959,15057918,15089404,31486
7528143,15056286,15087763,31477
7527423,15054846,15086320,31474
7524207,15048414,15079882,31468
7523895,15047790,15079250,31460
7520367,15040734,15072190,31456
7518531,15037062,15068518,31456
7517623,15035246,15066688,31442
7517543,15035086,15066524,31438
7517215,15034430,15065861,31431
